Company Name,Overall Rating,Review Date,Review Title,Job Title,Job Details,Location,Pros,Cons
SITA,5.0,"Jan 12, 2024",SITA is a good company to work for,Analyst,"Former Employee, more than 5 years","Atlanta, GA",Great people. The bonus structure is attractive. Hybrid working schedule,Due to restructure jobs moving out of Atlanta
SITA,1.0,"Mar 9, 2024",Uncertain Future,Software Engineer,"Current Employee, more than 10 years","Atlanta, GA","- Used to be a great company that could have used newer technologies
- The Talent at SITA was great to work with
- Worked with different nationalities and multi-cultural company
- Remote worked allow (although new CEO is pushing for a 5 day work week)'
- Training allowed
- Great benefits and 401K","- Senior Management is out of touch with the low level employee
- Senior Management has no clue how their products actually work and who works on them
- CEO is degrading its core products by moving it to eastern europe or India while losing talent with years of airline industry walk out the door
- This current CEO is terrible that it is the first time many employees are uncertain of their future due to the recent layoffs and shift in culture to move to european based instead of being a global company
- Knowledge transfer is terrible and poorly handled for some of it's biggest money making products
- Uncertain of it's future in many locations outside of europe
- With current management I rate it as very low and would not take a job here due to its uncertainty specially in the Americas"
SITA,4.0,"Feb 11, 2024",Great company with good culture,Anonymous,Former Employee,,was great to work for few years back,nothing i can think of
SITA,5.0,"Feb 9, 2024",Great,Manager,"Current Employee, more than 3 years","Atlanta, GA",I love my company and I feel privileged to be part of it.,Internal processes can take too long sometimes
SITA,4.0,"Feb 1, 2024",Good place,Sales Associate,Current Employee,,Working here is just good. Like my team mates.,Having to got to work.
SITA,4.0,"Jan 30, 2024",SITA,Test Analyst,Current Employee,,"Good management, friendly employees, good pay","Outdated, lack of company culture"
SITA,1.0,"Jul 28, 2023",Not an IT jobs,Senior Engineer,"Former Employee, less than 1 year","Orlando, FL",Parking at MCO Working at the Orlando international airport Understand how the display system work,"This is not an IT role, if you are an IT professional and works on IT day to day with end user support this is not for you. The healthcare is expensive and high deductible The office work conditions are very poor Broken chairs, old dirty desk the carpet are dirty and smell bad No office supplies and no work tools folks have to bring personal tools in The work is ask to be done with not safety gear and lift has not safety harness (someone will get injured) SITA Leadership does not care about the local team does not provide work scope guidance SITA HR team will fire you and does not follow and proper process The local team works in one man worlds and no proper work scope, project scope no ticketing system to pull work matrix, no sharpoint site, no Teams or proper use of outlook team meeting No flight benefits Nothing this team does at MCO will cause a ground stop or delay a flight from pushing back"
SITA,2.0,"Aug 13, 2023",Super Political and Dysfunctional,Administration,"Former Employee, more than 10 years",,A lot of employees will fall between the cracks and those employees that are content (low performers typically or older looking towards retirement) will slug through it or lay low because the benefits are decent and the work is generally not overly challenging.,"Pay is generally under market. Raises are meager to non existent. Otherwise, it’s a lot like the OG good old boys network. If you’re in you are royalty. If you’re not in, you can stagnate and depending on what department you’re in you can also become used to the dysfunctional and often neglectful treatment."
SITA,5.0,"Dec 20, 2023",It was great working there,Medical Assistant,"Former Employee, more than 1 year","Akron, OH",Great. Hahhshhekakksns ok ok ok,There was no cons in it
SITA,4.0,"Dec 9, 2023",Too much changes,Project Manager,"Current Employee, more than 8 years",,Multicultural company where you interlock with people from different cultures,"Very specific segment. Depending on the position, can take time to Lear"
