Company Name,Overall Rating,Review Date,Review Title,Job Title,Job Details,Location,Pros,Cons
Acronis,5.0,"Oct 9, 2023",Great company,Engineer,Former Employee,,Good vibes within my team.,No bad vibes within my team
Acronis,3.0,"Feb 20, 2024",Too Big to Really Care,Sr. Security Engineer,Former Employee,"Tempe, AZ","Decent pay, decent benefits, Remote work","Too big, Layoff prone, not a strong culture"
Acronis,3.0,"Feb 14, 2024",Overall pretty ok,Legal Counsel,"Current Employee, more than 3 years","Boston, MA","The people, flexibility and vacations",I believe they are underpaying
Acronis,4.0,"Nov 3, 2023",Great company and products!,Senior Solutions Engineer,"Former Employee, more than 1 year",,Excellent supportive manager. Fantastic team to work with. Everyone was willing to help one another.,Unexpected company wide layoff affected my job.
Acronis,2.0,"Nov 8, 2023","Russian Acronis, Russian Owner",Cloud Sales Specialist,"Former Employee, more than 3 years",,"Learned a great deal on my journey with Acronis. Good if you want to learn the basics of Cybersecurity. Great if you want to be part of a global company, where everyone runs around like a chick with the head cut off. I loved Acronis from afar for several years. I was thrilled to become part of the team, and imagine how completely let down I felt, when I realized what Acronis really was. Excellent benefits and PTO Working remotely was wonderful. Best engineers you will find.","I really think there are too many to list, but I will try: -Please NOTE- Patrick is NOT the CEO and has not been for a bit. -Pay is very much below industry average. You are not paid near what your experience is worth. Lowest in the industry by far. -Upper management always fibs, and has no loyalty to their direct reports. -HR and upper level execs are in league, so if you ever need anything, or need to report something that is affecting you, nothing will be done, and you will be reprimanded for speaking up. -Company grew way too fast in the last year, making up role titles, and hiring people off the street to fill these roles, only for it all to end badly. They are trying to ""puff up"" to look good for a sale or going public. -You are forced to sign a new KPI/ Sales quota/ target attainment agreement each quarter. Sometimes twice a quarter. -Commissions are capped. -You do not get your ""bonus/ comm"" for weeks, sometimes months, after the end of a quarter. -Despite what has been circulated, Acronis is a Russian company, with Russian founders and owners, period. -New CEO, 3 days in, company wide layoff's. -Acronis blows money on things that are NOT needed and not profitable, instead of investing in Acronis and its employees. -Acronis' mission statement is NOT partner aligned or focused at all. -Acronis will not invest in a stateside support team, and this has caused a huge rift with partners. They can not get support on the line when they need it, as it is all across seas. The support team is lazy, and even when directed to call a partner, they will not. They continue to email and send video's and KB articles. Not a professional means of communication or assistance to partner's at all."
Acronis,3.0,"Jan 23, 2024",Acronis for devs,Python Developer,"Current Employee, more than 1 year","Israel, WV","*Full-time work-from-home
*agile env 
*nice people",- There is no transparency
Acronis,3.0,"Jul 28, 2023","Good Company, Except....",Cloud Distribution Success Manager,"Former Employee, more than 1 year","Washington, DC","Great product that does a great job servicing the MSP community with tools to support and protect their customers, while providing ample opportunities for revenue growth.","USA vs. Russia. Those who work at Acronis will know exactly what this means. There are duplicitous positions throughout the organization that battle non-stop. For example, there is a V.P. of Sales for America and a Chief Sales Strategist position occupied by a Russian employee. Their messaging and support often do not align and if you get caught in between the two parties you are screwed. I reported up through Russian management and all of my accounts were managed by U.S. sales leaders. The chips were stacked against me from the get go."
Acronis,3.0,"Dec 21, 2023",SE,Sr. Security Engineer,Current Employee,"Tempe, AZ",Great Cyber Security Suite of products,Too Big to really provide guidance
Acronis,3.0,"Oct 27, 2023",Place to Learn Good and Bad Strategies and Tactics,Marketing,"Former Employee, more than 3 years","Burlington, MA",Big budget. Large team. Opportunities to lead.,"Glass ceiling - eastern europe/russian leaders. Many ""deck chairs"" swapped for poor performing employees. Complete lack of situational (market, customers etc.) awareness by management and many employees."
Acronis,1.0,"Dec 20, 2023",Not a great place to work.  Lots of turnover,Renewal Sales Representative,"Former Employee, more than 3 years","Woburn, MA",I do not recall any.,Did not treat employees well.
