Company Name,Overall Rating,Review Date,Review Title,Job Title,Job Details,Location,Pros,Cons
Orange Business,5.0,"Dec 6, 2023",Nice work environment,Managing Director,Current Employee,"New York, NY",Work load is a little bit too much,Very good team management and staff
Orange Business,4.0,"Jan 29, 2024",Good employer,Anonymous Employee,"Current Employee, more than 8 years","Switzerland, FL","Work life balance, holidays, flexible working, excellent people","Huge company with complicated processes, behind with internal IT and service portfolio, no salary increase"
Orange Business,5.0,"Jan 9, 2024",Great Company,Brand Ambassador,"Former Employee, less than 1 year","Cincinnati, OH",Good atmosphere and good benefits,It’s a really far drive
Orange Business,4.0,"Jan 2, 2024",keep it up,Anonymous Employee,"Current Employee, more than 1 year","New York, NY","Great pay, flexible work houts.","poor office space , dont have to commute though so probally could be worse"
Orange Business,1.0,"Sep 30, 2023",Complacency,Global Account Manager,"Former Employee, more than 5 years",,The pay is OK and there are some good people you may work with.,"Looking to really dazzel your customer? Well they don't do that at Orange, however if you want to really push the limits of apathetic responses to customers and really dig into what the threshold of customer's tolerance for horrible execution and response ...you are at the right place. The most arrogant idiotic leadership I have ever witnessed. Truly out of this world levels of stupidity run the ""processes"" and internal tools must have been designed by a lobotomy victim...then it's gonna take anyone that works there to just forego that part of your brain that reasons to continue to punch in every day and deal with the idiots you are surrounded by. Don't work there unless you just have a passion for being up close and personal with shocking levels of ignorance and stupidity."
Orange Business,5.0,"Nov 9, 2023",Great Place to Work,Analista De Redes E De Comunica o De Dados Pleno,Current Employee,,Great Place to Work!! Never been happier in a job.,Not applicable. I'm working for almost 2 years on Orange and I don't have any complaints.
Orange Business,5.0,"Nov 22, 2023",Wow!,Personal Banker,"Current Employee, more than 1 year","Plainfield, NJ",I'm thinking it was a good time,That was nice very good
Orange Business,5.0,"Aug 22, 2023",Good Place,Program Manager,"Current Employee, more than 10 years","Atlanta, GA",Teleworking. Nice people. Common Objective.,Little growth in US. Major changes in Telecom bring uncertainty.
Orange Business,4.0,"Aug 1, 2023",good company,Buyer,"Current Employee, more than 5 years","Greece, NY","stability, salary, benefits , good environment",better procedures shall be created
Orange Business,5.0,"May 21, 2023",Risk analyst,Risk Analyst,Current Employee,"Franklin, TN",Independent work Very nice Helpful when you ask,No collaboration throughout workplace due to remote
Orange Business,5.0,"May 21, 2023",Nice,Technical Support Engineer,Current Employee,"Egypt, AR",Work load friendly and nice environment,Management skills is not good
Orange Business,4.0,"Apr 4, 2023",Orange Business Services,Local Delivery Manager,"Former Employee, more than 10 years","Atlanta, GA",Great Company with best culture and encouraging environment.,Average salaries regarding market salaries
Orange Business,5.0,"Mar 4, 2023",Great people/team,Global Program Director,"Former Employee, more than 10 years",,- great colleagues - opportunities to learn - no micro management - great benefits,- salary never increases so negotiate well at the start!
Orange Business,3.0,"Mar 26, 2023",Overall good organization,Director of Architecture & Technology,"Current Employee, more than 10 years",Midtown New York,High value on work/life balance. Socially conscious.,Not high salaries. Low growth. Heavy reliance on offshore staff Struggling to find the right business strategy in the post MLPS network reality.
Orange Business,3.0,"Mar 13, 2023",OBS,Solutions Architect,Former Employee,,The flexible work environment that included remote,Cross training not encouraged Difficulty working between groups Little peer training and support within group
Orange Business,4.0,"Oct 22, 2022",Great place to work,Director,"Former Employee, more than 8 years",,Great colleagues and benefits. International exposure and business culture.,Not much room to grow
Orange Business,5.0,"Sep 21, 2022",Lots of thing to learn,NOC Engineer,"Current Employee, more than 3 years",,"1. Good work life balance
2. Flexible working hours
3. Management is good",1. Internal growth would be competitive.
Orange Business,4.0,"May 11, 2022",Rich in Diversity; Strong and Steady,Solution Director,"Current Employee, more than 10 years",,"Wonderfully diverse with a family like culture
Very Conservative stable company
Strongly customer focused","A lot of great investments in innovation, however, Orange is too slow to act. The pace frustrates the entrepreneurial minded. They are risk averse to a fault... with an engineering culture where most are afraid of making a mistake and will say 'no' instead of pushing the envelope."
Orange Business,3.0,"Jan 19, 2023",Obs review,Senior Presales Manager,"Current Employee, more than 8 years","Atlanta, GA",Multicultural workplace and international talents,Promotion is not based on competence
Orange Business,4.0,"Feb 18, 2022",Work/Life Balance is met here,Principal Product Manager,"Current Employee, more than 10 years","Atlanta, GA","OBS is great place to work. You start with 27 days of PTO per year and they staff to support that. I work primarily from home. I do a little travel to meet clients, but only enough to keep it interesting. I have been here 10 years.","It is a French company. So while the vacation is awesome, compensation can be an issue. There are no regular salary adjustments. You have to be your own advocate, ask for and justify them. It is a large multi-national corporation, so you have to learn to navigate its bureaucracy in order to get things done. That is a specific skill set."
Orange Business,4.0,"Aug 2, 2022","Great place to work, undergoing transformation",Sales and Marketing,"Current Employee, more than 5 years",,"Incredible clients and co-workers. Great PTO package, decent 401k.","Healthcare plans are expensive. Internal tools and processes are changing rapidly and pose challenges. Business model is shifting based on industry trending away from private, dedicated networks."
Orange Business,3.0,"Nov 15, 2022",Toxic HR,Account Manager,"Current Employee, more than 5 years",,great work and life balance in europe but not in the us,toxic HR department who does not give opportunities to the right people with a boys club mentality
Orange Business,5.0,"Aug 21, 2022",Love it!,Software Developer,Former Employee,,Work Environment was awesome and allowed me to learn a lot,no complaints from this company
Orange Business,3.0,"Nov 7, 2022",Good experience,Customer Service Manager (CSM),"Current Employee, more than 10 years",,- Flexible working environment (Working from home option). - Good experience with broad line of IT services. - Clear segregation line between build and run.,- High workload. - Fair pay range.
Orange Business,5.0,"Aug 15, 2022",Perfect community,Technical Support Engineer,"Current Employee, less than 1 year","Egypt, AR",I believe that the community here is the best compared to other companies,A bit of safe zone
Orange Business,3.0,"Dec 14, 2022",SMART TEAM in cloud,Smart Team,"Current Employee, more than 1 year","Egypt, AR","Practising French, work life balance","low salary, not added value"
Orange Business,4.0,"Jun 13, 2022",Friendly staff but heavy corporate structure,Anonymous Employee,"Former Employee, more than 1 year",,"Friendly team, great holiday package, good work life balance,","Strong politics internally, slow carreer growth"
Orange Business,4.0,"Apr 22, 2022",great company to develop your carreer,IT Project Manager,Current Employee,,"You meet multinational companies ( customers ) and businesses, culture is very well defined, transparency is a must, people management is good.","lack of flexibility, slow decisions, lack of meritocracy, process-based"
Orange Business,4.0,"Apr 24, 2022",I love to work at Orange,Anonymous Employee,"Current Employee, more than 5 years",,"Great work-life balance, great PTO, good co workers, good tools and technology",Not much opportunity for growth
Orange Business,5.0,"Apr 12, 2022",My Way,Customer Service Associate,Current Employee,,"Social Conscience, Well being environment, Flexibility, Diversity, Recognition.","Salary, Processes, Training, Location, Growth."
Orange Business,3.0,"Aug 5, 2022",Ok Company,Senior .NET Developer,"Current Employee, more than 5 years","Phoenix, AZ","Ok envirement , secure job",Not much progress over the years
Orange Business,4.0,"Feb 16, 2022",Great culture,People Development Consultant,"Current Employee, more than 1 year",,Friendly people. Lots of long service. French.,It helps if you like a european (French) head office company
