Company Name,Overall Rating,Review Date,Review Title,Job Title,Job Details,Location,Pros,Cons
Konica Minolta Business Solutions,5.0,"Nov 28, 2023",Balance,Director of Operations,"Former Employee, more than 5 years","Windsor, CT",Good balance of work and life,Market challenging based upon technology
Konica Minolta Business Solutions,2.0,"Feb 14, 2024","Not a difficult job. Poor training, Upper management is out of touch",Account Manager,"Current Employee, more than 1 year",,There is a lot of flexibility for time and everyone in the division is helpful. The job isn't difficult. Direct managers are all really good people. Good job for someone with minimal experience.,Upper/Senior management are very out of touch with what our job really is and what it takes to be successful. The markets we sell in are totally diluted (some of which is KM's fault). You will be competing against your own machines at a cheaper price by 3rd party re-sellers. High stress times = crazy amounts of micro management. No room for career growth. Service sucks too.
Konica Minolta Business Solutions,3.0,"Mar 11, 2024",Benefits,"Director, Sales Administration",Current Employee,,"Benefits are good, 401k, health, dental, vision",No cons at this time
Konica Minolta Business Solutions,4.0,"Mar 5, 2024",Great Place to Get Started,Sales,"Current Employee, more than 3 years",,The organization offers a stable work environment with advanced sales training and quality products to sell,They sometimes launch products and programs that do not completely meet the customer's needs or compete with their competitors
Konica Minolta Business Solutions,4.0,"Feb 15, 2024",Good people and place to start a career.,"Director, Strategic Partnerships",Former Employee,,Name recognition and products are well received. Have many other products and services to offer from the IT business for SMB customers.,Maybe to many offerings to get a real focus on segments.
Konica Minolta Business Solutions,2.0,"Mar 1, 2024",Not awful,Billing Specialist,"Former Employee, more than 1 year","Ramsey, NJ",Long term employees is a plus.,Outdated systems and outdated policy.
Konica Minolta Business Solutions,4.0,"Feb 5, 2024",Innovation Welcome,Training and Curriculum Specialist,"Current Employee, less than 1 year","Tampa, FL","While customers come first, KMBS is very employee-centric with excellent opportunities for growth. Great company culture and benefits, specially with PTO (15 PTO days + sick). I had an outstanding onboarding experience and love working with my team.","In my experience, the starting salary was lower than the market value for my position. Recruiting process was lengthy and not always clear."
Konica Minolta Business Solutions,2.0,"Oct 17, 2023",Used to be a great place to work now it is now,Named Account Executive,"Former Employee, more than 3 years","Boston, MA","flexible, great presidents club trips","service manager fights with your customers so you lose deals, won't even give you a base salary raise, I made less every year since I hit presidents club and barley made $100,000 the year I did. After I left, they wanted to hire me back and would give me a raise but when I asked for one before I left, I was told no. I got overpaid commission and didn't realize it since they were doing advances on commission since delivery time was 6-9 months. They withheld my commission 4 months later with 0 notice. I had to door dash every day after work to make up for it and started losing my hair from stress. Asked for a raise and no one cared!"
Konica Minolta Business Solutions,2.0,"Feb 20, 2024",OKC Office needs a lot of work,Senior Account Executive,"Current Employee, more than 1 year","Oklahoma City, OK",very flexible sales job now,no one in office knows what's going on.
Konica Minolta Business Solutions,4.0,"Feb 16, 2024",Kinica Tech,Technician,"Former Employee, more than 3 years","Kent, WA","Travel, work with minimal supervision",not compensated good enough for fairly tasked work
