Company Name,Overall Rating,Review Date,Review Title,Job Title,Job Details,Location,Pros,Cons
Mphasis,5.0,"Feb 29, 2024",Great Place to Work,Service Desk Technician,"Former Employee, more than 1 year","Omaha, NE",- Management listened to employee concerns,- No cons when working with them
Mphasis,3.0,"Mar 7, 2024",MSP,MIM Coordinator,"Former Employee, less than 1 year","New York, NY",Good people to work with.,There was no work-life balance culture.
Mphasis,1.0,"Feb 4, 2024",Working for Mphasis,Customer Support Representative,"Current Employee, less than 1 year","Carrollton, TX",No Pros for this company,"Negative workplace, they understand and try to comply with the culture barriers, they have no integrity nor core values. No matter how much work you put in there is no appreciation, the clients are rude and they allow it. Upper management is very disconnected, they post the job as remote but as soon as you start you find out you will be working in an unsafe and unclean environment. Everything, I actually thought this job was a scam because I never applied. No core values, very unorganized, systems are outdated, the expectations they have are very unrealistic and instead of dealing with things they need to work on the employees are blamed for everything wrong even though we don’t have the resources needed to even do the job."
Mphasis,2.0,"Feb 23, 2024",Messy project,Data Engineer,"Former Employee, less than 1 year","New York, NY","Average company 401k
Helath insurance","Projects are mess No proper management.
Too much pressure on employee"
Mphasis,5.0,"Feb 26, 2024",Good work life balance,Architect,"Current Employee, more than 3 years","Memphis, TN",Good Ethics and Employee Friendly,"Fixed salary , no bonus"
Mphasis,3.0,"Feb 21, 2024",Good place to work,Network Engineer,"Current Employee, more than 5 years","Austin, TX",I was able to work hybrid,There were not many people going into the office.
Mphasis,3.0,"Feb 19, 2024",about company,Software Engineer,Former Employee,,they have good work life balance.,they aren't using the cutting edge technologies
Mphasis,4.0,"Feb 9, 2024",Can do better,AVP-Project Manager,"Former Employee, more than 5 years","Dallas, TX",Growth mindset & open for associates to learn new skills.,Lack of empathy for employees who are producing revenue for company
Mphasis,4.0,"Feb 4, 2024",Overall it's ok,Team Lead,"Former Employee, less than 1 year","Plano, TX","Lot of projects 
Lot of clients
Good management","No 401k benefits
Expensive medical benefits
No good perks for full time employees"
Mphasis,2.0,"Dec 13, 2023",Ok if you don't want a pay increase or bonuses,Anonymous Employee,"Current Employee, more than 1 year",,"I am onshore at a client location so I mainly only report to the management at the client. Although I still have meetings with mphasis management also and have to complete all the required training and stuff on that side also in addition to clients. I like the work. sometimes it can be alot of hours, but if you like what you do, then it doesn't matter that much.","Been here for 2 years now, and no pay increases or quarterly bonuses like I was told about in the interview. Also, no 401K match from the company. (which I was told during the interview that they were going to be changing that soon and offering a match)
There appears to be no timelines around reviews, increases, and bonuses. There is no communication either. I was told the other day in a meeting, that it could be another 4 quarters before they look at raises again. This would be a 3 year stagnant period without a raise in the highest inflation times in several decades. I know the company is still making money, just not as much as they want to make. However 433 million USD is not loosing money. This is the first company I have ever worked for in the last 40 years that I have not been given an annual raise of at least something. Some were not good if it was a bad year, but at least it was something."
Mphasis,4.0,"Jan 21, 2024",Great Opportunity,Analyst,Current Employee,"Dallas, TX",I really liked working for my assigned client. Mphasis did a good job of facilitating the various projects and checking in everyday.,Very little life flexibility but depends on your assignment
Mphasis,4.0,"Jan 30, 2024",Salary,Technical Applications Engineer,"Current Employee, more than 1 year","Chicago, IL",Good learning experience and opportunities,No bonus and no hike
Mphasis,3.0,"Jan 23, 2024",No career growth and 401k,Project Lead,"Current Employee, more than 1 year","Pittsburgh, PA",People you work with are nice.,No Career growth. No 401k match. only 10 days PTO.
Mphasis,5.0,"Jan 18, 2024",good,Software Engineer,Former Employee,,Good Environment for carrier growth,Working here I did not feel any cons.
