Company Name,Overall Rating,Review Date,Review Title,Job Title,Job Details,Location,Pros,Cons
Coforge,5.0,"Feb 13, 2024",A great place to work,Access and Audit Specialist,Current Employee,,"Management is kind, patient, and understanding.
lots of support
regular holidays and flex time
health and dental
nice building with on-site cafeteria","Owned overseas? 
Contracts circulate qutie a but."
Coforge,4.0,"Jan 16, 2024",Okay but Not Very Focused on Growing within North America,Business Manager,"Current Employee, more than 3 years","Philadelphia, PA","- Health insurance options 
- 401K contributions 
- Good managers
- Depending on role, good training and growth opportunities","- Location and client will determine your experience 
- Too much turn over in HR areas, hard to get answers on basic questions 
- Mostly focused on opportunities for India workforce over other countries"
Coforge,3.0,"Jan 30, 2024",Review,Vice President,"Former Employee, more than 1 year","Princeton, NJ",Good compensation and nothing else,Na na na na na
Coforge,2.0,"Jan 16, 2024",Software engineer Job,Software Engineer,Former Employee,,"Got to learning Niche Skills, Good salary benefits",The higher management was bad
Coforge,2.0,"Dec 24, 2023",not recommend,Sr. Engineer,"Former Employee, more than 1 year",,Some of the good colleagues,"Bad management
Lack of support to employees"
Coforge,5.0,"Dec 12, 2023",Good Place to work,IT Help Desk,"Current Employee, less than 1 year","Charleston, WV","Very good job, a lot of users are very nice.",pay is on the low end
Coforge,4.0,"Dec 7, 2023",Good company for growth,Sales,Current Employee,,Performers will be recognized early and more opportunities will be provided,Not a good pay masters and micromanagement
Coforge,2.0,"Nov 25, 2023",Coforge review,Senior Software Consultant,"Former Employee, more than 3 years","Hartford, CT","The benefits(health, dental..) are relatively good","1. Limited projects with few clients. Once projects gets over consider your employment is over with them.
2. Immediate managers are not very helpful and upper management are not approachable."
Coforge,5.0,"Dec 14, 2023",good,Technical Architect,Current Employee,"Columbus, GA",Good salary good work culture,I don't find any cons for the company.
Coforge,4.0,"Oct 26, 2023",Excellet People,AVP-IT,"Former Employee, more than 1 year","Jersey City, NJ","They treat their people very nicely. However, due to off-shore communications and calls, work hours can be long.",The Bonus Structure and Corporate Perks can be better with the rest of the Industry.
Coforge,4.0,"Oct 30, 2023",Good,Systems Analyst,Current Employee,"Philadelphia, PA","Fine experience, good , limited projects","Limited projects, salary, slow promotions"
Coforge,3.0,"Jul 11, 2023",Customer focused,Business Consultant,Current Employee,,"Customer focused, they really want to make their customers happy They pay well, but pay may be based on what they can negotiate w/ the customer they want to station you with. Annual bonus in the month of your hiring. Hand-off mgmt mentality Great for self-motivated person",Sometimes overly customer focused rather than employee focused. Annual merit raises are difficult if you’re in a higher tier. Your boss likely has no clue what you do day-to-day activities are. You likely won’t get any help from co-workers. You must be able to figure things out for yourself.
Coforge,4.0,"Oct 5, 2023",Great place to work,AVP-IT,Current Employee,"Chicago, IL",competitive compensation and easy access to supervisors.,slow career growth opportunities and potential challenges in maintaining a work-life balance.
Coforge,4.0,"Sep 12, 2023",Good company and stable in POC insurance market,Scrum Master,"Former Employee, more than 1 year","Columbia, SC","Good team, supportive, lots of opportunities for growth and flexible",Indian based company requires odd hours at times for time zone sufferance.
Coforge,4.0,"Sep 18, 2023",good,VP Sales,Current Employee,,"good, go go go attitude",aggressive at times but needed
Coforge,5.0,"Aug 30, 2023",Loved working,Pega Developer CSA,Former Employee,"Houston, TX",best company out there to work and helped me gain experience in pega,i didnt have any problems with them
Coforge,3.0,"Apr 19, 2023","Low pay, HR and management oversight largely absent in USA",Lead Analyst,"Former Employee, more than 3 years","Atlanta, GA",- Access to large training libraries and live certification training. - Lots of remote work possibilities if you're interested in that. - Professional attitudes during meetings and townhalls. - Benefits package in USA is reasonable.,"- Training library is largely out-of-date - If you land a contract in a different region or country, company will not help with relocation costs at all. - Lack of direction from all levels of management. - Coforge has barely any management presence in the USA. - It's largely up to you to self-recruit and find yourself the next contract. - Acquisition teams are mostly not up-to-date with current tech/programming skill requirements and are easily confused by technical talk. - No pay raises in the 3 years I was there. - Low pay. You're not paid based on your qualifications. - Big push to apply for jobs you knowingly aren't qualified for. - No office space...in 3 years I never went to an office nor was I given any form of company id or badge. - Lots of live training offered, but most of it will be off-limits to you due to Coforge ""verticals"" structure. - Business units within Coforge seem to be in competition with each other instead of working together. - You will have nobody in management here to advocate for YOU. It's important that you realize you are on your own, nobody will give you any direction on training or career improvement or job placement. You are on your own. - Still relying on old contracts, very little effort to find new clients in the big metro areas like Atlanta, GA."
Coforge,4.0,"Jul 28, 2023","Good culture, adequate compensation",QA Lead,"Former Employee, more than 3 years","Meridian, ID","Good culture, capable co-workers, and work events.",average compensation poor work life balance
Coforge,5.0,"Jun 27, 2023",Great Start,IT Business Analyst,Current Employee,,Start of my career. Good benefits,Would say its not as diverse(obviously) and may be tough to fit in if youre not indian.
Coforge,1.0,"Aug 12, 2023",Biased and Unethical,Systems Analyst,"Former Employee, more than 10 years","Princeton, NJ",Stable clients in BFS sector.,Only cares about finances not about employees. Biased and unethical management.
Coforge,4.0,"Jul 16, 2023",Good,Software Engineer,"Current Employee, more than 3 years",,Knowledge sharing across teams is good,Hr team can be improved
Coforge,5.0,"Apr 30, 2023",Coforge cares about people,Pega Systems Architect,Current Employee,"Boise, ID","Good pay, good culture, I don't worry about getting screwed by corporate, my current org is full of good people.",I don't love the platform I'm currently working on (but there are chances for movement at the company.)
Coforge,2.0,"Mar 7, 2023",Mediocre company at best,Deskside Support Technician,"Former Employee, more than 1 year","Minneapolis, MN","Solid PTO and time off in general, but that's about it.","Constant turnover, due to managers/leaders that don't listen to their employees concerns. Human resources is the same story, verified with multiple colleagues."
Coforge,4.0,"May 20, 2023",Employee Oriented,Programme Analyst,"Former Employee, more than 8 years","Atlanta, GA",Good HR policies In-house skill improvement facility Solid employee engagement policy,Medium salary bracket. No project Bonus
Coforge,2.0,"May 5, 2023",Just a staffing company,Vice President,"Current Employee, more than 1 year","Princeton, NJ",Low expectations so easy to out perform peers,Thinks like a staffing company
Coforge,5.0,"Apr 18, 2023",Great work experience,Pega Developer CSA,"Former Employee, less than 1 year","Houston, TX",Perfect for work and I just had to attend morning meeting and I had whole day to do the tickets whenever I could,Did not stay there for long wish I did
Coforge,2.0,"Apr 26, 2023",US based folks not in loop,Lead Systems Analyst Programmer,Former Employee,,Not Much. Healthcare costs were low and good coverage.,Leadership is in India. Not responsive when trying to find jobs when you are on the bench.
Coforge,5.0,"Mar 16, 2023",Great Company,Senior Systems Architect,"Current Employee, more than 3 years",,Flexible Work Life Balance. Good Management. Positive Culture,Clients can be hard to work with at times. People tend to leave for better pay elsewhere.
Coforge,3.0,"Apr 27, 2023",Experience at Coforge,Business Analyst,"Former Employee, more than 3 years","Jersey City, NJ",Work life balance is good at this company.,Remuneration should be as per the market value.
Coforge,4.0,"Mar 30, 2023",Great Opportunity,Junior Associate,"Current Employee, less than 1 year","Augusta, GA","Relaxed environment, great location, A1 director","When you work for Coforge, you work in support of a client company. In my experience the on-boarding training from the client company was disorganized."
Coforge,1.0,"Dec 13, 2022",Don't work for them if you're from the US.,PEGA Certified Systems Architect,Current Employee,,- Paycheck on time - Boise office coworkers/staff are friendly,- Doesn't properly compensate employees with raises matching their hard work/market value - No bonuses - Doesn't care how bad/toxic your project is as long as they make money (I've been reporting a super toxic project manager to them for 6+ months and they won't move me to a different project)
Coforge,1.0,"May 24, 2023",Can do better,Project Manager,Former Employee,,Doing better in tech enhancements,Culture. Need better HR and Internal Process Management
