Company Name,Overall Rating,Review Date,Review Title,Job Title,Job Details,Location,Pros,Cons
Teradata,5.0,"Nov 29, 2023",Sr Sales Executive,Sr. Sales Executive,"Current Employee, more than 10 years","Dallas, TX","Great core product, Great people",Resource Constrained. Sales folks undervalued
Teradata,3.0,"Nov 27, 2023","Great Learning Environment, but Compensation Lags Behind",Software Engineer,"Current Employee, more than 3 years","San Diego, CA","- Opportunity to work with and learn new technologies
- Work is fulfilling and engaging
- You get to work with talented and intelligent engineers
- Flexible work schedule
- Unlimited PTO","The identified drawbacks primarily revolve around compensation and the motivation of engineers within the company:
- The process for receiving raises and promotions appears to be slower compared to industry standards, causing frustration among employees.
- The current compensation is on the lower side when benchmarked against competitors, potentially impacting employee satisfaction and retention.
- Overtime pay is not granted unless upper management approves, which may affect employees' morale who contribute additional hours to meet project demands.
- The monthly release cycles, while essential for project timelines, can contribute to a hectic work environment, particularly when managing dependencies with external teams. We're still not ready for this type of release cycle for some of our offerings."
Teradata,3.0,"Mar 3, 2024",Okay employer,Senior Software Engineer,"Current Employee, more than 3 years","San Diego, CA",Work-life balance; Holidays + PTO,"Management/ELT
No Stocks
Low pay compared to peers
Continuous lay-offs for last few years
Company is lagging in competition and not making much money 
Bad health insurance, almost no pay increases or promotions to hard working engineers but many to higher level managers and executives"
Teradata,4.0,"Feb 13, 2024",Good company culture. Pay is OK but could be better.,Software Engineer,"Former Employee, more than 10 years","Rancho Bernardo, CA",Company culture. Unlimited vacation time. Office is great.,I worked as a developer in the Global Support organization. I felt like I was stuck and not advancing in my career. Maybe this would've changed if I was in the R&D org rather than Global Support. I got let go as a RIF on a one-day notice.
Teradata,3.0,"Oct 31, 2023",Changing Culture at Teradata,Product Management Director,"Current Employee, more than 5 years","San Diego, CA","- Choice of working at an office, at home, or a combination of both - RSUs ($0 stock options) granted for performance - Great area of the market: AI, analytics, data warehousing - Great technology and engineering knowledge - Good perks: Half-day Friday in the summer, parties, subsidized lunches and free snacks and drinks - Long-time employees who have been with the company for decades and are very loyal - Salaries are pretty much in line with the market - Good benefits (insurance, etc)","- Very high executive turnover (I've had 7 direct supervisors in less than 7 years) and more VPs and Sr VPs than I can even remember at this point. - Teradata is an international company, with offices around the world. That means meetings at 7am 9:30pm in the same day. - Strategy churn: It's healthy and expected in a high-tech market to turn on a dime and change projects and strategies to align with the market. Unfortunately, at Teradata those changes are so frequent and short-lived that it becomes a frustrating level of churn. - Poor communication from the executive level down and from individual contributors back up to management. - I thought we had gotten past the culture where it's not safe to respectfully disagree with executives, but unfortunately we have not. - Teradata trains its employees to not discriminate and then sets targets for hiring women and specific minorities (i.e., reverse discrimation)."
Teradata,3.0,"Mar 4, 2024",Good company but uncertain future,Senior Software Engineer,"Former Employee, more than 8 years","San Diego, CA","Excellent work environment and colleagues. Some very knowledgeable people, interesting work.",Company is involved in an uncertain transition to a cloud model.
Teradata,2.0,"Feb 14, 2024",Do not work here,Sales Engineer,"Current Employee, more than 8 years","New York, NY",They can still pay a salary from existing customer base,"Customers are leaving Teradata
They laid off prospecting sales team, so no new customers,
Slipping product relavence compared to competitors as shown in Gartner positioning.
All the above makes a tense work environment for current employees."
Teradata,1.0,"Feb 19, 2024",Run don't walk away from this horrible culture,Marketing Director,"Former Employee, more than 5 years","San Diego, CA","Unlimited vacation days
Acquiring a niche skill
average base pay","Very Disorganized
Corrupt Leadership
Frequent layoffs
Inept sales, marketing, and product leadership
very low bonus
no boundaries on work-life balance
No room for advancement and if you do get promoted you don't get compensated
Most of the positive reviews are HR requesting people to post them. They will email employees and ask for positive reviews in exchange for something."
Teradata,2.0,"Feb 20, 2024",Company free for all,"Director, Project Management","Current Employee, more than 10 years",,Teradata pays fairly well as compared to other firms,No adult supervision. Management does not work as a team; and senior leadership is not involved.
Teradata,1.0,"Feb 12, 2024",Careful! Instead of layoff they fire without severance!,Senior Data Scientist,"Former Employee, more than 1 year","Santa Clara, CA","Great technology, proactive people, you will learn a lot, interesting usecases","When they want to lay off, they try to find excuses to fire whoever they can without a package. The HR is terrible here. Even HR staff gets fired sometimes. Its a dog eat dog culture."
