Company Name,Overall Rating,Review Date,Review Title,Job Title,Job Details,Location,Pros,Cons
Pactera,5.0,"Nov 15, 2023",Good management,Head of UX,Current Employee,"California City, CA",The management are incredibly kind and hard working. They genuinely care about their people.,It’s a super small company and I have to wear a lot of hats
Pactera,2.0,"Feb 5, 2024",NA,Software development enginner,"Current Employee, more than 5 years","Redmond, WA",Salary ok as per job market.,Some managers only take side of the clients as a result candidate suffers.
Pactera,4.0,"Nov 16, 2023",Awesome company,Senior Talent Acquisition Partner,Current Employee,"Redmond, WA",Salary and benefits. Great company to grow,Very less incentive structure compared to others
Pactera,2.0,"Oct 4, 2023","Easy job, little pay",Anonymous Employee,Former Employee,"Redmond, WA",Flexible working hours and easy work,Low pay and little room for growth
Pactera,3.0,"Oct 3, 2023",Na,Cloud Engineer,Former Employee,"Redmond, WA",It’s ok to work there,Not much to expect for salary
Pactera,4.0,"Sep 4, 2023",Good,Anonymous Employee,Current Employee,,"Good, collaboration is top notch",Not any I can think of
Pactera,3.0,"Jul 26, 2023",Good,Account Manager,Current Employee,"China Grove, NC",People are nice to work with,Lack of career opportunities and development
Pactera,4.0,"Aug 14, 2022",Friendly colleagues,Test Analyst,"Former Employee, more than 1 year",,Wonderful peoples/colleagues that can become friends until now,Depends on the project and might need to do overtime
Pactera,5.0,"Apr 18, 2022",good company for entry level,Software Test Engineer,Former Employee,,"I have worked in this company for 3 years, I only have entry-level technology.",there were a lot of project for every year.
Pactera,3.0,"Feb 26, 2022",A Place to Be,Data Judge,"Former Employee, more than 3 years","Redmond, WA","-Flexible with scheduling
-Relaxed office culture","-Few opportunities for promotion or advancement
-Little input on projects"
Pactera,2.0,"Aug 6, 2021",Minimum wage pay,Anonymous Employee,"Current Employee, more than 1 year","Redmond, WA",It was walkable distance from my home hence ideal work place.,"Basic pay
Work environment was unwelcoming
Survived for a year without recognition and constant threat of “ if you don’t work, that’s the door to walk out” 

Discouraging Boss.

Ps - highlight was Christmas event took out hour of time ( it was mandatory participation) next thing I know- there’s a pay cut… it was one of the most expensive lunch ever! Not making that mistake ever."
Pactera,5.0,"Feb 2, 2022",Good atmosphere,User Experience Designer,Former Employee,"Bloomington, IN","Great improvement space, nice colleagues",People come and go constantly
