Company Name,Overall Rating,Review Date,Review Title,Job Title,Job Details,Location,Pros,Cons
Iron Mountain,5.0,"Feb 6, 2024",Imaging specialist,Digital Imaging Specialist,Former Employee,"Boyers, PA",Great company to work for,Low pay and early first shift
Iron Mountain,5.0,"Feb 23, 2024","Great company, great pay, solid customer base, ample sales opportunities",Enterprise Account Executive,"Current Employee, more than 1 year","Austin, TX","Lots of great supportive people who are more customer focused than other tech giants I have worked for. The offer I accepted was higher than I had expected for my experience level (Around $100k base / $100k comm for Enterprise AE role with 10 yrs B2B exp.). Lots of selling tools, a dedicated CSM (vital to your success), a shared SDR, and a shared SME for each major product category. Customers generally like us, are easy to engage with and accept meeting requests. Competitive offerings with lots to upsell within accounts across other departments and LOBs.. The products are competitive and sufficiently suited for customers' needs,","It can be easy to get stuck in discussions about legacy paper-based services that customers know Iron Mountain for (offsite records storage and doc shredding are their bread and butter). While there is a big opportunity for converting these legacy customers to digital services, Iron Mountain has most room to grow in it's cloud, digitization, and digital storage businesses. Nearly all sales are generated within existing customers who have large offsite storage accounts already, by forming relationships with the right people to find new projects, expansions, and renewal upsells. Frequent account team changes and annual rep reassignments seem to have the most damaging impact to these relationships. Rarely are deals won from a position of clear product superiority or lowest price, but rather from trusted relationships with the customer's AE and account team."
Iron Mountain,3.0,"Feb 2, 2024","The people here are really good, the process is not",User Experience Design,"Current Employee, more than 5 years","Boston, MA",The people on the team are all very good at what they do. They work really well with each other and with outsiders. I could easily ask anyone for help and I can easily give anyone constructive criticism.,"The technology department rules the roost, upper management loves to talk about design first, but they will not back it. Dev will take over and make poor decisions to hit deadlines instead of making a good experience for the users. This has been happening over multiple years and we lose potential clients because of it. We also desperately need a business analysts that can create requirements."
Iron Mountain,4.0,"Mar 10, 2024",good,Specialist,Current Employee,,they let you be independent,not really many cons here
Iron Mountain,5.0,"Feb 29, 2024",Happily employed,Senior Program Manager,"Current Employee, more than 1 year","Arkansas City, KS",The team I am on works well together very collaborative,Sometimes it feels unstructured and is still growing
Iron Mountain,4.0,"Feb 26, 2024",Standard,Sales Development Representative (SDR),Current Employee,"Philadelphia, PA",easier sales and it’s inside sales so customers come to you,50% admin and sales force like work
Iron Mountain,3.0,"Mar 11, 2024",Has its days,Driver,"Current Employee, less than 1 year","Tulsa, OK","Work independently
Job keeps you moving",Company is all talk and not much action to back it up
Iron Mountain,5.0,"Mar 1, 2024",Awesome company!,Digital Solutions Specialist (Sales),Current Employee,,Onboarding process second to none! Great training!,None to be reported so far
Iron Mountain,1.0,"Feb 5, 2024",A company struggling to change its identity,Senior Business Development Executive,"Former Employee, more than 10 years","New York, NY","-Strong logistics network & performance around Records Management & Shred practices
-Many quality colleagues trying to make a difference","-The worst customer service organization in my 25+ years with 5 companies to compare - dysfunctional when a problem or error occurs
-Leadership appears detached from the reality that their workforce faces
-Poor customer experience feedback
-Pricing team and models are archaic, expensive, and don't factor input from the field; clients often learn of hefty price increases via a letter
-They have no OEM status for any digital transformation offerings. They struggle to differentiate in a highly competitive field"
Iron Mountain,4.0,"Feb 28, 2024",N/a,VP-Technology,"Former Employee, more than 3 years","Boston, MA",Great benefits and people. Trusted company,Reactive. Customer specific solution rather than syndicated products
