Company Name,Overall Rating,Review Date,Review Title,Job Title,Job Details,Location,Pros,Cons
OpenText,1.0,"Mar 11, 2024","Proceed with Caution - Toxic Environment, No worklife balance",Senior Sales Operations Analyst,"Former Employee, less than 1 year",Sydney,There was sparkling water on tap.,"If you're considering a position at OT, particularly in sales ops with ""VB"" as the hiring manager, I strongly advise against it. 
During my brief tenure of just under three months, there were three turnovers within the team. The work environment was toxic, with instances of bullying and gaslighting by the manager leading to burnout among team members. 
Additionally, there was a severe lack of work-life balance; I was told time off during critical periods such as the last two weeks of the quarter and the last week of every month, including the period between Christmas and New Year will be denied. This lack of flexibility would pose significant challenges, especially for those with familial responsibilities. 
The manager's behavior was egregious, often resorting to shouting and yelling at employees. Despite reporting these issues to HR, there was no meaningful response or action taken. 
While many IT companies espouse values of empowering women and promoting work-life balance, OT fell far short of these ideals. Proceed with caution, as this environment may not align with your professional or personal well-being."
OpenText,1.0,"Feb 6, 2024","Don't believe the hype, the pay is abysmal.",Anonymous Employee,"Current Employee, more than 10 years",,Immediate Manager and team are great to work with,"Doesn't matter how good your annual review is you're lucky to get a 2% raise. Follow this up with seeing the CEO on the news the second business day of the year in a segment about how he's already made more money this year than you will. On Jan 3rd. Constant emails touting how much money the company is making. All hands meetings where they brag about revenues. It's disheartening, feels like they're literally rubbing it in your face. Billions in profits, growing year over year while the cost of living is soaring and you realize that you have less buying power than you did when you started years ago, Actually having to buy groceries now at discount stores and flea markets, due to extremely small yearly increases (if you get one at all), Do not believe the inevitable blurb they will add to this that salaries etc... are reviewed regularly and in line with market value. They aren't. That is an out and out lie."
OpenText,2.0,"Mar 1, 2024","Politics. Power tripping, Politics.",Anonymous,"Current Employee, more than 8 years",,The work culture is satisfactory. There are ample opportunities available for learning and enhancing your skill set.,"In the context of the FCOE PH, it appears that some leaders exhibit biased behavior and engage in unlawful practices. Specifically, they allegedly refuse to acknowledge resignation letters, which is contrary to Philippine law. Additionally, during one-on-one meetings, there are allegations of gaslighting and power-tripping. These concerning issues should be escalated to the Human Resources department for proper investigation and resolution."
OpenText,3.0,"Mar 11, 2024",Some good people but super liberal left wing ceo,Senior Solutions Consultant,Former Employee,,Good people in many roles,"Got shuffled into different teams more than once and ended up in two sales teams with basically no sales. Then got riffed due to the purchase of.Micro Focus. It was stone cold. "" Today is your last day you'll get 2 weeks pay after you ship us back your laptop.  Bye"""
OpenText,2.0,"Feb 21, 2024",Just OK,Lead Software Engineer,Current Employee,,"Work culture is just OK. If you know how to manage without putting any efforts and pretend like working, then its good place for you. You should not make the task to look simple by putting more efforts. You should reports lot of issues while working on a task and should resolve them by taking lot of time. The  you will be lauded like you are genius. :)",Worst management. More number of managers in a team than the team members.. Everyone wants to earn salary by making the chosen person in the team to work hard. No promotions. New people get good position in the team. Old employees who got best  performance rating are reporting to new employees who dont have capacity to justify the role.
OpenText,2.0,"Dec 23, 2023",Upper management borderline unethical,Master Software Engineer,Former Employee,,Mostly good  and reasonable people.,"After  years at HP, HPE, Microfocus and Opentext. With nothing but stellar performance reviews and leading cutting edge tech development. 

The back to office policies (no exception) I believe is what made me a candidate for layoffs. With CEO toughting  in company meetings, that though must be in office 3 days per week. (I know it does not sound hard).

However, with medical conditions, and office remodeling going on, which made bathroom facilities unavailable on the same floor, this became an issue that was in acceptable health wise.

Furthermore, the use of badge in badge out was implemented initially, for Covid contact tracing. Now they have turned the reporting into, monitoring of office attendance. Something the old HP Way would have never worked out. 

When your role is interfacing with India, and Europe. These positions require remote off hours work as well.

 Inflexible management, is management simply making a hard job even harder."
OpenText,3.0,"Feb 26, 2024",Work here for a few years and move on.,User Experience Researcher,"Former Employee, more than 5 years","Austin, TX","-Flexible work arrangements
-Good work-life balance. Got to keep working from home even after the pandemic ended.
-Your experience is going to depend on your team and manager. I liked my team and manager, so I had a good experience.","-Mediocre to poor corporate benefits (only 1% match on retirement plan)
-Little opportunity for career growth. I was there for 5 years and never offered a promotion or significant pay raise. They eventually just let me go, despite being involved with many projects and having good relationships with colleagues."
OpenText,4.0,"Mar 11, 2024","It is a good company, and giving good perks of working here",Software Engineer,Current Employee,Bengaluru,"Latest tech stack they are using for the product.
free meals and door pick cab facility they are giving.",You have to perform well.
OpenText,1.0,"Mar 10, 2024","Big Name, small sight",Software Engineer,"Former Employee, more than 3 years",,"Team and managers are good.
Work life balance is there.","Salary is not competitive. 
For a product base company, HR has too much say rather than Manager.
It’s a service base company with the tag of product base company 
Only CFO, CEO approves all the small financials or related decisions.
No employee appreciation rewards as those needs more explanation by manager to upper management."
OpenText,2.0,"Feb 12, 2024",RIP Customer Service,Senior Account Executive,Former Employee,,"Flexibility, work from home, decent medical / dental benefits.","Quiet firing at its finest.  Disregard for senior / longtime employees, chooses to outsources support, inside sales and operations  almost exclusively with recent graduates because it’s cheaper and they are less likely to have an opinion. Changes policies on customers regularly without notification, lack of respect for customers."
OpenText,1.0,"Mar 11, 2024","Proceed with Caution - Toxic Environment, No worklife balance",Senior Sales Operations Analyst,"Former Employee, less than 1 year",Sydney,There was sparkling water on tap.,"If you're considering a position at OT, particularly in sales ops with ""VB"" as the hiring manager, I strongly advise against it. 
During my brief tenure of just under three months, there were three turnovers within the team. The work environment was toxic, with instances of bullying and gaslighting by the manager leading to burnout among team members. 
Additionally, there was a severe lack of work-life balance; I was told time off during critical periods such as the last two weeks of the quarter and the last week of every month, including the period between Christmas and New Year will be denied. This lack of flexibility would pose significant challenges, especially for those with familial responsibilities. 
The manager's behavior was egregious, often resorting to shouting and yelling at employees. Despite reporting these issues to HR, there was no meaningful response or action taken. 
While many IT companies espouse values of empowering women and promoting work-life balance, OT fell far short of these ideals. Proceed with caution, as this environment may not align with your professional or personal well-being."
OpenText,1.0,"Feb 6, 2024","Don't believe the hype, the pay is abysmal.",Anonymous Employee,"Current Employee, more than 10 years",,Immediate Manager and team are great to work with,"Doesn't matter how good your annual review is you're lucky to get a 2% raise. Follow this up with seeing the CEO on the news the second business day of the year in a segment about how he's already made more money this year than you will. On Jan 3rd. Constant emails touting how much money the company is making. All hands meetings where they brag about revenues. It's disheartening, feels like they're literally rubbing it in your face. Billions in profits, growing year over year while the cost of living is soaring and you realize that you have less buying power than you did when you started years ago, Actually having to buy groceries now at discount stores and flea markets, due to extremely small yearly increases (if you get one at all), Do not believe the inevitable blurb they will add to this that salaries etc... are reviewed regularly and in line with market value. They aren't. That is an out and out lie."
OpenText,2.0,"Mar 1, 2024","Politics. Power tripping, Politics.",Anonymous,"Current Employee, more than 8 years",,The work culture is satisfactory. There are ample opportunities available for learning and enhancing your skill set.,"In the context of the FCOE PH, it appears that some leaders exhibit biased behavior and engage in unlawful practices. Specifically, they allegedly refuse to acknowledge resignation letters, which is contrary to Philippine law. Additionally, during one-on-one meetings, there are allegations of gaslighting and power-tripping. These concerning issues should be escalated to the Human Resources department for proper investigation and resolution."
OpenText,3.0,"Mar 11, 2024",Some good people but super liberal left wing ceo,Senior Solutions Consultant,Former Employee,,Good people in many roles,"Got shuffled into different teams more than once and ended up in two sales teams with basically no sales. Then got riffed due to the purchase of.Micro Focus. It was stone cold. "" Today is your last day you'll get 2 weeks pay after you ship us back your laptop.  Bye"""
OpenText,2.0,"Feb 21, 2024",Just OK,Lead Software Engineer,Current Employee,,"Work culture is just OK. If you know how to manage without putting any efforts and pretend like working, then its good place for you. You should not make the task to look simple by putting more efforts. You should reports lot of issues while working on a task and should resolve them by taking lot of time. The  you will be lauded like you are genius. :)",Worst management. More number of managers in a team than the team members.. Everyone wants to earn salary by making the chosen person in the team to work hard. No promotions. New people get good position in the team. Old employees who got best  performance rating are reporting to new employees who dont have capacity to justify the role.
