Company Name,Overall Rating,Review Date,Review Title,Job Title,Job Details,Location,Pros,Cons
FUJIFILM Business Innovation,5.0,"Oct 25, 2022",Good company,Technician,"Former Employee, more than 5 years","Yorktown, VA",Everything here was pretty good,"No negatives to report, great place"
FUJIFILM Business Innovation,1.0,"Feb 7, 2024",Bad Job,Junior Financial Analyst,Current Employee,"Hanover Park, IL",Solid pay that is it,Bad organization bad communication will get talked down to
FUJIFILM Business Innovation,4.0,"Oct 3, 2023",good environment,Business Analyst,Current Employee,"Portland, OR",flexible and good work ethics,travel and commute takes longer
FUJIFILM Business Innovation,3.0,"Feb 3, 2023",Stepping Stone,Project Manager,Former Employee,"Irvine, CA",Good co workers Flexibility Cool perks,Hours can be tough Disorganized
FUJIFILM Business Innovation,4.0,"Oct 3, 2022",Logistic Analyst,Logistic Analyst,Former Employee,,Analyzes shipment schedules or load plans very well,The company decided to move to a new location without discussing it with all the old employees.
FUJIFILM Business Innovation,5.0,"Aug 3, 2021",Excellent Management level,Anonymous Employee,Former Employee,"San Diego, CA","Very disciplined , people has passion to work hard",too much meeting and one to one review every month
FUJIFILM Business Innovation,5.0,"May 18, 2016",Growing company with a great in-house environment,Advertising,"Former Employee, more than 3 years",,"I worked with Fuji Xerox for 3 years. As any company that involves a major shift in management that were a lot of changes during my tenure at Fuji Xerox. Let it be understood though that that did not interfere with day to day operations, and change was met head on with a welcoming approach through the personnel. With weekly challenges it was fun to stay competitive but to also work within a team environment. I'd recommend anyone to Fuji Xerox that wants to get into an emerging industry.",The only downside is that I had to relocate due to personal reasons and can no longer work there!
FUJIFILM Business Innovation,3.0,"Feb 2, 2014",We are expected to exceed ambiguous goals and objectives.,Anonymous Employee,"Current Employee, more than 3 years",,Colleagues are highly professional with a strong work ethic. The total compensation seems to be above the average. Product and service quality for customers is paramount and is embedded into every aspect of the company.,"Learning and career development is lacking.  It is a very slow progression pattern and this can be a bit discouraging.  The slow pace of new services development is due to the multitude of seemingly endless need for management approval, even for the straight forward issues."
FUJIFILM Business Innovation,2.0,"Dec 9, 2017",Great as a first job,Customer Service Representative,"Former Employee, less than 1 year","Federal Way, WA","Good Training, Great Team Leads","Compensation is not worth the commute, Support staff stretched super thin, The one hour mandatory overtime, The commute (although, that's not their fault). Being monitored to the most extreme degree on absolutely everything. Certain customer needs and concerns need to be highlighted, discussed and explained further in training, considering the majority of the calls that come in concern those very basic things."
FUJIFILM Business Innovation,5.0,"May 28, 2015",Sales Operation Support,Intern,"Former Employee, less than 1 year","New York, NY",Flexible work time and good environment; I can learn a lot about marketing and sales,There is no actual cons for Fuji Xerox.
FUJIFILM Business Innovation,3.0,"Feb 7, 2015","Great organization but the department I worked in lacked organization, lack of responsibility and was dysfunctional.",Anonymous Employee,Former Employee,,Getting to know new people,"Very little positive direction, lack of direction, very little follow through, poor communication, poor ability to understand employees needs and meet them. Lack of progress or ability to achieve more education about products being serviced."
FUJIFILM Business Innovation,5.0,"May 4, 2016",loved it!,Anonymous Employee,Former Employee,,"Great hours, good pay based on performance, and great training!",Angry customer base and poor customer satisfaction system.
FUJIFILM Business Innovation,4.0,"Jun 5, 2015",analyst,Anonymous Employee,Former Employee,,"goof work life balance, friendly colleague.",pay is too low for entry level position
FUJIFILM Business Innovation,3.0,"Mar 7, 2017",Supply Chain Analyst,Anonymous Employee,Former Employee,,I was lucky to be surrounded by supportive colleagues. A typical Japanese company were once you get hired you stay hired as long as you do your job.,"No flexibility, hierarchy makes it impossible for bright intelligent people to get anything done, not the best place for a foreigners in general."
FUJIFILM Business Innovation,3.0,"Apr 26, 2021","Great Product, Poor Management","GM, Director Business Development",Current Employee,"Palo Alto, CA",Good products and services. Customer focus,"Limited empowerment, extended decision making, myopic view of world from Japan"
FUJIFILM Business Innovation,4.0,"Mar 11, 2024",Great People to work with,Solutions Product Sales Specialist,"Former Employee, less than 1 year",Melbourne,"Friendly, helpful, good quality people to work with.
Access to good products to sell
Great clients","in some area's there are disparate systems/business units
need for SDR's or lead generating tools"
FUJIFILM Business Innovation,5.0,"Mar 7, 2024",Reviews,Anonymous Employee,Former Employee,,"Well-known, good take care employees",Nothing.. I happy that I used to be here once
FUJIFILM Business Innovation,4.0,"Feb 25, 2024",Overall is good,Sales Representative,"Former Employee, more than 3 years",Ho Chi Minh City,"Working in a disciplined environment,","Time-consuming, Lack of Flexibility, Strict internal rules"
FUJIFILM Business Innovation,4.0,"Jan 23, 2024",Great Team to work with ,Field Service Technician,"Former Employee, more than 5 years",Granville,All the techs are great to work with and are willing share their knowledge which I personally found great as you learn all ways of approaching certain situations.,Management is pretty slack when it comes to looking after their employees.
FUJIFILM Business Innovation,2.0,"Feb 13, 2024",Highly political,Sales Consultant,"Former Employee, more than 1 year","Auckland, Auckland","Good market reputation
Recognizable brand","As long as the youre the teachers pet, there is nothing you can do wrong. Its a poor work environment, with no collaboration and poor team building. A very negative place with no transparency. If youre marked as an employee they dont like, be ready to have your terittory reduced, deals from within your terriroty reclassifed and be put on PIP."
FUJIFILM Business Innovation,3.0,"Mar 4, 2024",Fair,Assistant Manager,Former Employee,Hong Kong,Flexible operation to fit different project,Not much promote chance in company
FUJIFILM Business Innovation,5.0,"Feb 7, 2024",Salary,Executive,"Current Employee, more than 8 years",Petaling Jaya,"Good team
Good environment 
Hybrid work","Only get the Minimum salary
Good for fresh grad 
For senior , better look other oppurtunity"
FUJIFILM Business Innovation,3.0,"Feb 28, 2024",Good,Project Manager,Former Employee,,"Friendly environment, useful information, customer centric","Politics, demotivation, low salary, no innovation"
FUJIFILM Business Innovation,2.0,"Feb 27, 2024",Dynamic ,Senior Manager,"Former Employee, more than 3 years",Singapore River,Innovative and allow employees to explore transformative related program,Role and responsibilities are often mixed up
FUJIFILM Business Innovation,3.0,"Feb 19, 2024",Good teamwork,IT Project Manager,Former Employee,,Generally quite good teamwork within solutions and sales team,"Low pay, need to work overtime for some projects"
FUJIFILM Business Innovation,5.0,"Jan 10, 2024",Good place for growth,Marketing Executive,Current Employee,,management and work life balance,nothing much to say as im satisfied
FUJIFILM Business Innovation,2.0,"Feb 1, 2024",Struggling company,Account Executive,"Former Employee, more than 5 years",Sydney,Most of the people care and try hard.,Management doesn't know how to move on from selling printers
FUJIFILM Business Innovation,4.0,"Jun 16, 2023",What can motivate me to continue to work,"Associate Manager, Creative","Current Employee, more than 10 years",Singapore,"As a creator, I have been working at Fujifilm business innovation Pte. Ltd. for the past 16 years. The company has allowed me to keep the joy of creation fresh and the passion of exploration. Under Fujifilm’s working environment and corporate culture, the company will always give each employee different development opportunities based on their strengths. Of course, the first condition is that the individual is willing to work hard. All employees are allowed to express their ideas. In the past 16 years, although I have followed different companies and worked with various departments, I have always been able to complete tasks happily. In the process of work, there will be inevitably difficult times that require hard work. However with the completion of every task, the satisfaction gained from internal recognition for my creative work, by my colleagues and the praise from customers, motivate me to continue to work. I am happy working with Fujifilm as it gives me opportunities to provide unlimited ideas for the company in my creative work.",shortcoming? I don't think there are obvious shortcomings now
FUJIFILM Business Innovation,5.0,"Dec 19, 2023",Good management,Senior Business Consultant,Current Employee,,Very coherent decision making process,Can take slightly longer to make decisions
FUJIFILM Business Innovation,4.0,"Nov 28, 2023",Not bad a coy to work for,Finance Manager,"Current Employee, more than 5 years","Bukit Merah Estate, ","colleagues are good, up to date system",glass ceiling deters promotion and advances
FUJIFILM Business Innovation,1.0,"Jan 29, 2024", good company,AIS,"Former Employee, less than 1 year",Japanan,I had a good rest,I think the salary was low
FUJIFILM Business Innovation,4.0,"Nov 7, 2023",Good company but a lot of workload,Accounts Executive,"Current Employee, more than 1 year",Kuala Lumpur,"Friendly staff, OK benefit, doesnt require to standby on weekends but on public holiday","Workload is sometimes unbearable, sometime has to stay late night for work"
FUJIFILM Business Innovation,4.0,"Nov 17, 2023",Good place to learn things,Anonymous Employee,Former Employee,,"Benefits, work life balanced, colleagues",Not so sure cons for this company
FUJIFILM Business Innovation,4.0,"Nov 9, 2023",Better company,Sales Manager,Current Employee,,"Great company, colleagues, and compensation",The big boss who are new to their role assignment
FUJIFILM Business Innovation,2.0,"Oct 17, 2023",Don’t just join this company for its “name”,Anonymous Employee,Former Employee,,"Some colleagues are genuinely nice, 28 days of MC. Can’t think of anything else that’s nice","The turnover rate especially for marketing team is extremely high. All the new people that joined barely stayed for a year and left. Company goes through restructuring very often. They were not able to higher senior manager to cover the ones that left for more than a year and expect remaining staff to cover the role without proper compensation. Executives & Senior Executives without managers are expected to do managerial duties, have managerial expectations set on them but they’re not willing to compensate fairly. Every time someone leaves from the team, instead of getting proper replacement so that the team work load is balance and well-managed, it is stressed on the remaining staff and often told to staff that this is a “learning opportunity”. Over work culture is celebrated. Staff that is willing to work till night, weekends, are the staff that they like & those that set boundaries for themselves are deemed as not performing to their expectations. Marketing team leader loves to send emails and whatsapp late into the night because that’s when she checks her email. Love to set meetings with staff without proper agenda or expectations laid out on what the meetings are for. 1-1 meetings are just to update workload instead of talking about employee development, goals etc. “Leader” thrives on being extremely busy and overwork, you see her running around from 1 meeting to another everyday and have to wait at her desk after office hours if you need to ask her anything urgent. A company filled with employees that are just there sitting and waiting for retirement and new younger staffs barely last more than 1 year. A high blame culture where something goes wrong or a mistake is made, then that person will be remembered and blame for that mistake forever. Senior managers love to gossip about the members of the team. HUGE clique culture, if you’re not part of their clique then trust that they will talk ill about you and you can kiss promotion goodbye because it depends on whether they like you or not. Loves to gossip and talk about the people that left and make them the problem even though nearly 6-7 staff from the team left within just the first half of 2023. And the ones that left don’t get replaced so the workload gets pass down even down to executive level functioning without a manager. Think twice before joining especially if you’re just thinking of joining due to its company name, FUJIFILM. It’s not a tech company even though they try so hard to be one but they can never function or even be on par as other companies due to backward thinking, messy management + toxic culture. Let’s not forget they love to be called a happy family. So think for yourself."
FUJIFILM Business Innovation,5.0,"Nov 4, 2023",Fujifilm,Digital Archive Specialist,"Current Employee, more than 3 years",North Shore,"Great managers, flexible hours and great location.",The work can be a bit monotonous.
FUJIFILM Business Innovation,5.0,"Nov 2, 2023",Good learning curve,Senior Executive,Current Employee,,Good office environment No politics,One person handling multiple roles
FUJIFILM Business Innovation,5.0,"Oct 25, 2023",Excellent,"Networking, Dsktop Support, Technical Support, CCNA, MCITP",Former Employee,,Excellent Service very helpful and Innovative,signup process little bit longer
FUJIFILM Business Innovation,1.0,"Nov 8, 2023",WORST LIFE WORK EXPERIENCE,Manager,Current Employee,Singapore,"Management pretends to be compassionate, pretend to encourage diverse culture","Toxic, Sick, Politics, Manipulations, Human Robots, Very stressful, Everyone pretend to work,racialism, no humanity, managers feel superior by constantly schooling team,conservative,ancient culture,biased,worst culture, no support,cruel,emotional and mental stress, you will surely get some diesease working insuch stressful culture, sabotage of your self confidence, self esteem, self respect, you will loose your identity, personality,dont think twice never join this company, no growth, no one will allow you to grow"
FUJIFILM Business Innovation,3.0,"Dec 5, 2023",Business Development,Graduate Student,Former Employee,,"Nice environment
Good colleagues 
willing to share","Always change the systems
System no updated"
FUJIFILM Business Innovation,5.0,"Jun 12, 2023",Great peers and supportive leaders,Anonymous Employee,"Current Employee, more than 8 years",Singapore,"Supportive friends in the organisation. We may have different opinion due to different roles / functions but we will eventually come as one for best interest of the organisation. Everyone is closely knitted like a family, its the people and open door policy that differentiate us from other organisations. Looking back, we have come so far and progressed for the better since 10 years back. High time to give credits to management and everyone who contributed and took part in the change. You ROCKS!!",We never stop to learn as we age and same logic applies to organisation where we can continue to improve things for people and organisation as one.
FUJIFILM Business Innovation,1.0,"Oct 30, 2023",Just run. Don't take the offer.,Software Developer,"Former Employee, less than 1 year",Hong Kong,Nice office. Stable company. Somewhat good colleagues.,"1. Internal Politics is serious. If you counter them, the only resolution is that you change your team with paycut. 

2.Hiring manager just lies to you and get you join. 

3.Technology is outdated. Hard to return to the normal market if you stay too long here.

4.No git. No code review in some teams. 

5.low salary. Not much benefit. This company claim they offer 25 blissful leave but you can't enjoy them all."
FUJIFILM Business Innovation,4.0,"Jun 21, 2023",My life in FUJIFILM,Senior Business Manager,"Current Employee, more than 10 years",Singapore,This is a very compassionate organization. The management team are very pro employee. They make a conscious effort to help discover your full potential and at the same time encourage leaders and managers to constantly coach and understand their team members. They give time and opportunity for you to grow with them.,I hope we can be much more aggressive and continue to set new standard in the market. Instill pride and empower individual to think out of the box.
FUJIFILM Business Innovation,4.0,"Sep 4, 2023",Conducive workplace,Inside Sales Executive,Current Employee,Petaling Jaya,"Well guided, all the materials are given",Pay is average comparing to other company. Contract based only unless you are at Manager level.
FUJIFILM Business Innovation,5.0,"Sep 5, 2023",Good work life balance,Business Operations Analyst,Current Employee,,Great work life balance and great colleagues to work with,Office location is too far
FUJIFILM Business Innovation,1.0,"Sep 29, 2023",Don’t work for FBAU,Technician,"Current Employee, more than 5 years",Brisbane,There are no pros dont even think about it and dont be swayed by offers,"Mismanagment,incompetent, stupidity, practises modern slavery,discrimination,favouritism,idioticity,non compliance of WHS, brain washing with mandatory courses about company philosophy but not practising, undue stress and mental stress , forceful imposition of cheap crappy undeveloped software on daily job execution, the list goes on and on"
FUJIFILM Business Innovation,3.0,"Oct 15, 2023",Ok company for a junior role,Print Room Operator,"Former Employee, more than 3 years","Wellington, Wellington","Roles to start with no experience, training provided","Low pay, solo print room management depending on site, added duties with no extra compensation for it"
FUJIFILM Business Innovation,2.0,"Oct 9, 2023",Middle Management,Senior Executive,"Former Employee, more than 1 year",Petaling Jaya,Higher salary with decent benefits.,"Toxic working environment with lots of office politics and mild oppression from direct reporting manager. Overall, bad management especially the middle management."
FUJIFILM Business Innovation,5.0,"Mar 19, 2023",Fujifilm Singapore - Never Stop,Technical Support Engineer,"Former Employee, more than 3 years",,"True to its motto ""Never Stop"" fujifilm is the perfect place to gain emploment if you enjoy being overworked and underpaid with no progression. Backstabbing and engagement in office politics secures your promotion and employment continuity. A shrinking japanese organisation which is a market leader in substandard printers and empty promises with an ever declining market share since de-merger with its US partner.",Technicians n IT roles in this company has the highest of turnovers. Leadership at it's worst from top down. Knowing the right boots to polish with your tongue effectively adds you to the favorites list.
FUJIFILM Business Innovation,5.0,"Jun 15, 2023",Work Life Balance Organisation,Operations Executive,"Current Employee, more than 1 year",Singapore,• Work-life balance • Good buddy and onboarding systems • Great medical benefit • Support employee initiative • Friendly work environment • Far-sighted organization in constant transformation to cater to future landscape,Can improve on skill development for operator level staff
