Company Name,Overall Rating,Review Date,Review Title,Job Title,Job Details,Location,Pros,Cons
EPAM Systems,5,1-Oct-23,EPAM Systems review,Delivery Manager,"Current Employee, more than 3 years","San Jose, CA",EPAM Systems provide vast opportunity for development.,There are no significant shortcomings.
EPAM Systems,5,7-Feb-24,Work Life Balance Company,Senior Software Engineer,"Former Employee, more than 3 years","Coppell, TX","Best healthcare
Good 401k
Great work culture","Less diversity
Not bad pay"
EPAM Systems,2,13-Dec-23,Solid fundamentals hobbled by over-management and fixation on growth,Experience Consultant,Former Employee,"Newtown, PA","Global cross-functional team working on diverse set of business challenges that is rooted in software delivery ethos. Genuinely adept, kindhearted folks from varied cultures and backgrounds at the practitioner level. Corporate responsibility to geopolitical events is noteworthy for its clarity and integrity.","Massively distributed talent base ultimately controlled by account managers who have insane amounts of control over more experienced practitioners. Lots of communication yet everything is opaque to most employees. Highly siloed and cliquish. Senior management is well-intentioned but not addressing structural issues which is leading to a focus on shiny-object syndrome versus deliver excellence. Struggles to take cross-functional integration seriously which puts downward pressure on practitioners to manufacture opportunities with zero authority and minimal agency which works exceptionally well for a handful of folks who’ve been there for a long time or have plum positions that they protect viciously. Project work is often never aligned to skill set as much as who likes you or does not. Career development is an afterthought, especially for more specialized or senior folks. Pay and benefits are average. Layoffs happen suddenly and quietly with no warning yet aren’t fully acknowledged by the business internally or externally. This undermines senior leadership accomplishments and furthers a cultural mindset of mistrust and scarcity."
EPAM Systems,5,7-Feb-24,Rotf12,Project Manager,Former Employee,"Washington, DC","responsibilities in an information security team including CISO, Security Analyst, and Incident Responder.","4.	Legal and Regulatory Influences on Information Security"
EPAM Systems,4,25-Jan-24,Good Company,Lead Data Engineer,"Current Employee, more than 5 years","San Francisco, CA",You get assigned to great projects in leading companies. Great for developing skills,"Currently a lot of companies in the tech sector are downsizing, leading to many tech pros being on the bench."
EPAM Systems,5,5-Feb-24,Working culture,Senior Data Engineer,"Current Employee, more than 1 year","Poland, ME",Great working env with lot of flexibility and management support,"Not such ,,, better to be in project that all."
EPAM Systems,5,1-Feb-24,Great Company to Work and Grow,Director,Current Employee,"Alpharetta, GA",#NAME?,#NAME?
EPAM Systems,5,31-Jan-24,Awesome client work,Designer,"Current Employee, more than 3 years","Philadelphia, PA",Opportunity to work on a variety of great clients,"Project length can vary, so shorter term interactions with clients can be intense"
EPAM Systems,5,29-Jan-24,Very good company,Software Development Engineer In Test (SDET),Current Employee,"Armenia, SC",Very diverse teams and interting projects,Very poor salery and review off selary very rare
EPAM Systems,5,18-Jan-24,GenAI Leader,Consultant,"Current Employee, more than 3 years","New York, NY",EPAM is delivering cutting-edge GenAI business solutions in a number of industries. Getting great experience in the use of new technologies.,Long hours and tight deadlines
EPAM Systems,4,4-Jan-24,Working at EPAM,Director,"Current Employee, more than 1 year","San Francisco, CA",Strong support system with capabilities across many industries and verticals.,"Big pressure on winning deals and revenue. Targets can be challenging given the economic climate, particularly in tech."
EPAM Systems,3,25-Jan-24,They have good clients,Software Engineer -2,Current Employee,"San Francisco, CA",Work culture is positive overall,The pay range could be better
EPAM Systems,4,20-Jan-24,Insights of EPAM,Product Manager,"Current Employee, more than 3 years","Conshohocken, PA",Good Work Life Balance. Communities for Learning and Development,Not good benefits. Do not provide stocks
EPAM Systems,2,4-Aug-23,Napoleon complex without his clever strategy,"Senior Director, Account Management","Current Employee, more than 1 year","Newtown, PA","Coming from the outside you already know more than 90% of the company with regards to Industry trends, How and What people Buy, and likely the better way to operationalize or execute. They know how to invent things but not productize and certainly not take to market.","EPAM has a ton of systems and micro-manages everyone to excessive levels of data entry on what is happening (daily). Everyday, a raft of new systems, rules, products (that are not products), and capabilities are introduced so it is very hard to know what is important versus what is not. Very tribal and silo based."
EPAM Systems,4,6-Jan-24,Experience at Epam,Software Engineer,"Former Employee, more than 1 year","New York, NY",#NAME?,#NAME?
EPAM Systems,4,8-Jan-24,It is a decent company to work with among other service companies,Senior Software Engineer,"Current Employee, more than 5 years","Houston, TX",The company values professionals. Management tries to keep employees despite many difficulties in the industry and the war in Ukraine.,The compensation could be better.
EPAM Systems,4,18-Jan-24,Good place,Senior Manager,"Former Employee, more than 3 years","Philadelphia, PA",Smart people and good work environment,Limited direction by management on strategy
EPAM Systems,4,9-Jan-24,Good Company,Manager,"Current Employee, more than 3 years","Los Angeles, CA",Lot of good opportunity here with clients. Everyone is super helpful and market compensation.,Lot of leadership changes. Very big company so you may get lost in the numbers.
EPAM Systems,5,29-Dec-23,Great tech company,QA Automation Engineer,"Current Employee, more than 8 years","San Diego, CA","Great company, I recommend as they have options to keep you even when you current project is over,",Salary might be a bit lower then market however I found it higher
EPAM Systems,4,7-Jan-24,Alright company to work for,Senior Software Engineer,Former Employee,"Newtown, PA",Take care of finding projects for you,Hard to get higher salary.
EPAM Systems,5,8-Jan-24,Review,Anonymous Employee,"Current Employee, more than 5 years","Newton, PA",There is a very good work culture,EPAM is a large company
EPAM Systems,4,9-Jan-24,Review headline,Recruiter,"Former Employee, more than 1 year","Irvine, CA",#NAME?,#NAME?
EPAM Systems,3,4-Jan-24,.,Project Manager,Current Employee,"Poland, ME","communication with the ability to lead project teams, motivate team members seems to be promissing",The salary could be better
EPAM Systems,4,4-Jan-24,Engineering DNA,Anonymous Employee,"Current Employee, more than 1 year","New York, NY",EPAM resources generally have very Deep Technical skills,"very entrepreneurial in nature, not super organized."
EPAM Systems,5,4-Jan-24,Good job,Anonymous Employee,Former Employee,"Armenia, SC",Everything was good pretty enough,Don't have any cons there
EPAM Systems,4,2-Jan-24,EPAM,Technical Support Engineer,"Current Employee, more than 1 year","Georgia, LA","horizontal growth
large company
experience","small salary
difficult situation with salary increase"
EPAM Systems,3,13-Dec-23,Horrible experience,Tech Lead,"Former Employee, more than 8 years","New York, NY",Great benefits compared to other consulting companies out there,Limited clients and projects. No loyalty or appreciation for employees and really bad management
EPAM Systems,4,27-Dec-23,Cloud Support Engineer,Cloud Support Engineer,"Current Employee, more than 1 year","Mexico, ME",Good job and good performance,Base salary under my expectations
EPAM Systems,4,20-Dec-23,Very Average Company. Not good nor bad,Sales,Current Employee,"Houston, TX",Good People to work with. we all got along,Pay was lower than expected
EPAM Systems,4,23-Dec-23,Nothing,Senior Software Engineer,"Current Employee, more than 5 years","Mountain View, CA",Many abilities to educate and professionally grow,A bit cons sometimes happens
EPAM Systems,4,21-Dec-23,Good Company,Lead Software Engineer,"Current Employee, more than 5 years","New York, NY","Great opportunities, Good Talent, Great Culture.",Do not find any cons
EPAM Systems,5,4-Dec-23,A good company for employment.,Business Analyst,"Former Employee, more than 3 years","New York, NY","Flexible work hours
Health benefits
Access to an extensive knowledge repository
Supportive and friendly workplace atmosphere",did not find any cons
EPAM Systems,5,5-Dec-23,Great company,Lead Software Engineer,"Current Employee, more than 8 years","San Francisco, CA","WLB, professional and personal growth, global relocation sponsorship,",Average compensation (no stocks besides ESPP)
EPAM Systems,4,6-Dec-23,Just regular software company,Solutions Architect,Current Employee,"Austin, TX",They paying salary to me,They requiring to solve problems
EPAM Systems,4,29-Nov-23,Pretty good,Senior Business Analyst Consultant,"Current Employee, more than 3 years","Albuquerque, NM",Paid fairly in line with market,So large is hard to make headway to what you want to do future state
EPAM Systems,2,15-Nov-23,Wouldn't recommend,User Experince Designer,"Former Employee, more than 1 year","Conshohocken, PA","big clients, interesting projects, lots of fields","lack of training, career progression."
EPAM Systems,5,4-Dec-23,Business Alalyst,Business Analyst,"Current Employee, more than 5 years","New York, NY","Good variety of tasks
Big picture problem-solving
Data Collection",Difficulty Analyzing Different Data Sources
EPAM Systems,3,30-Nov-23,Great Growth Culture!,Senior Systems Engineer,Current Employee,"Cupertino, CA",Lots of opportunities to learn!,Will let you go as soon as the project is over!
EPAM Systems,4,14-Nov-23,Many Opportunities to grow,Senior Systems Engineer,"Former Employee, less than 1 year","Austin, TX",big teams and moving positions,inside the company you can have bench and be laid off without help
EPAM Systems,2,12-Nov-23,Use to be a good company,Lead Software Engineer,"Former Employee, more than 3 years","Sacramento, CA",Good engineering culture (used to be).,"Low salary, some compensations are now frozen, promotions frozed due to company stock lowering."
EPAM Systems,5,18-Nov-23,all good,Senior Software Developer,"Current Employee, more than 5 years","Poland, ME","benefits
working hours
projrcts
office","recrutmet, management, laptops, systems, nothing"
EPAM Systems,2,9-Nov-23,Stay away,Senior Data Analyst,"Current Employee, more than 1 year",Dallas-Fort Worth,work life balance is good,"Crap benefits, no feedback, no employee engagement"
EPAM Systems,4,7-Nov-23,-,Software Delivery Manager,"Current Employee, more than 10 years","Irvine, CA",green card help medical insurance ability to buy stock with a discount,low salary not many additional benefits
EPAM Systems,4,22-Oct-23,Thank you EPAM,Product Manager,"Former Employee, more than 5 years","Los Angeles, CA",Good pay Lots of cool projects Plenty of internal learning resources Multiple career paths and options,Weaker on HR side Short on overarching company practices/Lots of process dependency on specific unit leader
EPAM Systems,2,10-Nov-23,recruitment,Lead Recruiter,"Former Employee, more than 3 years","Turkey, TX","expertise and knowelege, team, flow","it consulting, corporate culture and"
